mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,centr,bandw,contrast,rolloff,ccens,ccqt,cstft,cvqt,audio_type
-142.7334,152.46748,2.195691,40.404854,-12.646539,19.650919,-1.3279846,-1.9005764,-7.1421704,-15.018212,-10.942542,-20.521317,-13.392727,-11.173235,-3.3156195,-14.892349,-8.090567,-6.2322416,-6.9093475,-6.6499043,0.07013290229885058,1204.5162577589479,1237.7103706513037,24.17377189784328,2111.7389547413795,0.2579758,0.43281987,0.3187046,0.4514134,fake
-184.29333,140.07175,10.57111,36.827,-9.196441,7.739641,-8.701158,-13.534506,-5.428782,-13.0529585,-13.480875,-17.24169,-11.990058,-8.205981,-8.996535,-19.84853,-6.3240805,-4.491026,-10.317332,-2.4602478,0.060501453488372096,1060.6922086577565,1198.9101206462851,25.08255902934681,1807.1615529614826,0.22937493,0.30159682,0.2504029,0.3782448,fake
-284.3317,106.26399,28.759098,38.427,-14.516119,12.172531,-18.259153,-17.499453,-0.67904764,-10.952363,-9.207195,-12.055691,-5.0301056,2.303839,-0.2696882,-13.248869,0.5768028,0.31535506,-4.7375584,-1.3689793,0.08919081577034883,1599.3367748991268,1266.5603942962684,25.90972388279616,2612.403195403343,0.21492308,0.2992182,0.26816618,0.37167832,fake
-296.51794,92.976036,12.07181,50.945217,-2.0394964,20.642963,-4.9207425,-4.275054,-1.115814,-9.742634,-4.946668,-8.192368,-6.1355534,-7.382673,2.3347487,-10.777364,-2.0957854,0.7145418,-4.8876643,0.07742486,0.0515647710755814,1210.8212294478324,1597.9055437687186,22.093703895388497,2380.295296602471,0.2731513,0.5311187,0.47480866,0.53422296,fake
-160.99855,145.76733,0.53151536,32.94106,-21.185616,19.699524,-7.6464725,-12.862678,-13.928897,-16.861164,-5.0240226,-21.96948,-11.657027,-11.72355,-2.8475637,-12.199106,-12.045593,0.82554644,-8.098031,-11.488497,0.06942678052325581,1212.8663526708274,1309.2634989186781,25.106364750903214,2151.817996002907,0.2533829,0.3804877,0.3061817,0.39287078,fake
-194.76054,164.6128,7.078552,17.768028,-7.279846,-3.1507938,-3.643714,-13.321879,-9.595825,-15.451974,-13.305945,-12.446341,-13.939322,-4.0345774,-3.4085982,-13.993127,-9.839033,-0.27459562,-3.8249743,-11.537365,0.0631813226744186,955.8308851186033,1006.6093542000643,24.130791748477424,1699.3703442950582,0.25777352,0.36292642,0.32900572,0.449744,fake
-142.9879,175.65366,0.8081728,27.903687,-5.3378215,12.295761,-3.7320235,-8.012652,-6.530557,-11.631484,-10.27826,-17.608091,-12.670472,-9.811225,-6.069214,-12.837906,-7.0300627,-3.6221676,-5.3770967,-6.9261675,0.04381472565406977,867.4827806673637,1058.190360732957,23.2762301694598,1520.0939089752908,0.24851336,0.4049503,0.31139845,0.42280033,fake
-343.2778,102.13832,28.015625,30.313553,3.4440126,26.055439,0.6068451,-1.4251832,2.204931,-4.870546,-2.6044488,-8.46066,-3.1771376,-7.5033565,-2.8591678,-5.184498,-3.8091094,-0.8712807,-1.8321275,0.8474357,0.037540879360465115,1045.8816064815,1532.2249899188096,21.106525692985116,2097.359022983285,0.2611155,0.5139735,0.478288,0.55930585,fake
-203.74382,132.76782,11.690439,27.907349,-5.408419,19.147673,-22.882479,-10.017907,-7.960074,-24.054142,-2.9144866,-15.105195,-10.435293,-2.3074913,-5.8423,-15.727566,-1.5645542,-3.3727553,-10.875897,-2.3468716,0.08375158975290697,1340.8260669076333,1388.6538626048855,25.70074481281666,2356.133039607558,0.22887222,0.31354174,0.2876082,0.39291868,fake
-176.95331,121.71273,-5.0831885,33.022427,-20.792627,22.459442,-19.703863,-12.7823,-3.2011423,-22.470434,-6.1948657,-17.494162,-12.952065,-5.889693,-6.379889,-18.902458,-3.5709145,-2.811898,-9.377719,-2.9313776,0.09566945043103449,1557.7893139820749,1589.5348030809637,25.787251714827516,2973.438341864224,0.24746896,0.31866074,0.27255172,0.37627244,fake
-179.63574,149.93924,17.668993,31.270058,-20.507765,32.449783,-6.7649603,-4.628981,-11.540995,-20.855743,-3.485133,-18.767422,-13.688971,-14.937491,2.067134,-14.67698,-12.284242,0.14379466,-6.7453685,-5.1914854,0.07722886029411764,1289.9647649979959,1354.130450859233,24.92099727823373,2343.9524931066176,0.26385695,0.41845804,0.32200867,0.41241592,fake
-155.06766,144.24327,1.6310815,44.439926,-14.751981,20.483194,-11.701428,-26.777765,-10.668803,-22.588434,-16.001509,-11.45996,-15.367557,-14.296433,-0.8494834,-19.593403,-7.59415,-1.2077005,-9.253802,-1.177375,0.04871587643678161,1013.1402352499811,1308.6747033184029,24.917846537713768,1843.5639480064656,0.25990376,0.41232276,0.2822724,0.3850946,fake
-158.42668,158.2273,3.9502056,18.862766,-16.479464,13.906129,-16.426168,-12.366709,-14.335083,-27.227697,-8.90893,-15.392602,-8.237861,-5.4119115,-9.285543,-9.353456,-0.92841333,-4.956555,-5.879742,-4.2989473,0.06356172783430232,1038.168668871739,1175.4544610580829,24.565265694154455,1884.2804664789244,0.2478784,0.34354618,0.27083924,0.36812076,fake
-225.6979,154.47052,21.230003,31.925049,-8.922785,-0.18236233,2.9859211,-19.153294,-12.429191,-14.281023,-13.968178,-9.554127,-13.25597,-6.1035824,-1.802654,-7.7371693,-7.4713197,-1.9343535,-2.6734831,-10.400001,0.06623591933139535,992.5389148574722,1062.7322460967855,24.72503419738293,1750.1987191133721,0.25289264,0.38913992,0.3317783,0.44706222,fake
-253.61891,127.90094,20.169157,38.51466,3.4993422,29.793377,-12.053691,-12.266215,1.8959585,-12.902042,-10.664398,-17.269085,-11.982173,-10.344457,-3.97104,-14.034603,-10.821375,-3.462965,-3.9868953,-3.714941,0.06086282169117647,1103.0402321329552,1288.9230591215542,24.106783805112922,1948.5015510110295,0.23608994,0.36503786,0.34863055,0.43876475,fake
-122.772964,151.17003,-4.5487747,31.57529,-27.289352,25.250921,-10.2502365,-11.186625,0.3705825,-16.971418,-9.760137,-17.99826,-9.806703,-8.616385,-7.834491,-14.282516,-6.722059,-5.1028767,-10.29467,-9.90392,0.04846622242647059,1103.4087689459077,1313.982999244264,25.853857435510545,1981.6880170036766,0.21214348,0.28694004,0.24679302,0.34345886,fake
-191.07742,146.3531,5.06813,17.858603,-11.953677,23.64597,-7.3640766,-9.327473,-13.0051,-22.34682,-3.9702382,-17.679642,-12.23441,-4.9709487,-6.3930836,-15.01659,-6.962338,-4.2186823,-9.500023,-4.5935287,0.055919558502906974,1061.040061304874,1172.180135665211,26.140156306118957,1820.6824014353197,0.20675077,0.26062682,0.2506843,0.3365407,fake
-144.50285,171.8732,2.4894092,30.920685,-3.1753654,12.078007,-2.5570984,-5.8976502,-5.9973845,-12.394726,-10.433832,-18.557692,-12.056743,-8.81054,-7.390315,-16.45058,-10.902642,-4.609278,-6.4464464,-8.426175,0.0442859738372093,866.1356914050211,1078.3521625925082,24.0631142130287,1553.7708371184592,0.24229138,0.36151046,0.30540693,0.42905107,fake
-171.52464,166.55511,17.717909,27.64596,-9.429492,17.183592,-2.0496266,-7.828914,-2.530167,-15.173463,-12.101266,-15.091535,-13.795289,-9.77942,-4.956071,-13.791551,-8.726646,-7.012592,-9.188991,-6.4821606,0.0477039425872093,902.5198488231614,1040.6794152527118,24.698560261700862,1439.2192042151162,0.22106902,0.34318992,0.28270698,0.3623661,fake
-187.4047,138.98227,-4.462426,18.510395,-35.478233,25.536663,-17.139967,-4.110603,-6.2862515,-28.346004,-2.8837464,-17.03343,-9.185875,-8.866471,-6.3514647,-14.118357,-9.725868,-5.6534977,-7.8817396,-4.0443387,0.08183253088662791,1363.0374411873206,1403.2824685304884,27.570050609198763,2458.9165266170057,0.20879662,0.2734017,0.24008434,0.3205864,fake
-155.40736,150.15036,-12.786891,14.411258,-13.159157,6.616974,-4.92531,-4.986299,-11.133712,-17.820131,-14.791393,-15.519718,-11.957013,-11.8280735,-7.2890816,-9.611667,-5.4817176,-6.1376853,-0.9296221,-5.4934645,0.031971066497093026,775.0323754738005,1020.4074386686503,25.52881906346952,1278.846918150436,0.19903468,0.2485497,0.21321331,0.32372913,fake
-188.93088,141.91306,15.643015,34.953663,-7.952354,17.64154,-11.553578,-6.8489366,-8.933191,-22.181318,-3.5793366,-14.458805,-13.1329775,-7.8519673,-5.343611,-12.892291,-5.1122017,-3.935391,-10.287913,-4.1490946,0.054865579044117645,1059.3694769114272,1222.9921069856912,25.967444340808893,1787.3825252757354,0.19173282,0.27065313,0.2180615,0.32675657,fake
-135.70346,149.67548,0.038113218,35.750793,-33.752293,29.645025,-24.47168,-7.323877,3.3661897,-21.390533,-6.62957,-19.879797,-10.718565,-8.326286,-7.374244,-15.758591,-2.567694,-5.325162,-7.7305512,-5.791246,0.09260878452034883,1487.570669212183,1507.157520824847,24.980342063546324,2644.703000090843,0.24412556,0.37745655,0.31890997,0.42600814,fake
-171.70154,142.31511,-1.8597157,39.725475,-12.179258,16.561913,-14.044438,-21.852274,-7.0303335,-29.708256,-12.89517,-11.240303,-15.755608,-0.22936496,-5.854393,-16.13724,0.66611147,-6.5710506,-9.618431,-4.3066325,0.05319967830882353,1090.0032688316448,1302.577798977589,25.318926853798512,2007.5278607536766,0.2448456,0.32312834,0.2576187,0.35518312,fake
-170.98456,141.86111,-2.071638,23.618576,-13.3857975,6.4750643,-5.834454,-9.445155,-8.63893,-13.213254,-13.091846,-16.420412,-15.244047,-14.141511,-8.612189,-9.550238,-3.4719377,-5.6227756,-3.6488492,-3.337258,0.031008602528089887,780.23778855881,1062.584845137812,25.01963901204973,1312.5576062148875,0.21719241,0.32582167,0.2248588,0.3557433,fake
-165.26912,124.49499,-12.902193,33.646828,-18.018444,14.483199,-21.539886,-19.838476,-2.5098655,-21.921038,-5.571018,-15.140006,-17.234655,-1.1924354,-5.857466,-19.761326,-4.2599583,-6.189063,-11.5823145,-6.7714996,0.05783547794117647,1297.0668597951264,1455.8757066701048,26.34741896927118,2597.9176240808824,0.2415037,0.2980361,0.2508382,0.33382285,fake
-209.054,138.90659,6.896852,42.352394,-14.862367,22.321253,-14.800049,-19.418428,-12.015896,-18.966059,-9.594018,-9.223178,-9.476067,-13.1533,1.7913858,-17.793419,-5.348563,0.4482315,-7.730783,1.0205734,0.059076723845108696,1084.0300788152133,1337.7660644922432,23.884841579738588,1951.3295049252717,0.2638485,0.4654673,0.32580176,0.45467559,fake
-210.48976,141.6109,18.2387,28.622808,-7.2311287,13.747155,-12.073621,-10.658188,-7.943404,-17.037333,-14.62682,-21.144947,-11.347704,-6.67393,-8.255672,-20.148396,-3.5884812,-0.36748952,-10.909853,-2.2782812,0.07342955123546512,1121.2963041406795,1164.9336941982438,26.1828472524679,1819.6808571039244,0.20911919,0.27385458,0.22148083,0.329165,fake
-198.84007,168.58936,14.77134,22.568094,-9.275096,33.04175,-12.53186,-16.568254,-8.097472,-19.853655,-8.4783325,-13.925568,-10.6465845,-14.332989,-4.9609776,-13.189349,-9.723137,-6.331766,-5.5221977,-1.4794253,0.05931507457386364,989.2895647060647,1126.37406956741,24.73056146050755,1717.884687943892,0.23455182,0.3505477,0.3041612,0.40636793,fake
-166.92232,149.59404,6.831614,38.022846,-8.978271,20.601759,-1.6026423,-1.8764602,-2.3699296,-15.569742,-10.964364,-17.576635,-9.375363,-7.6021338,-3.3015165,-13.722209,-8.177637,-5.0261106,-5.809282,-5.8250623,0.06451557957848837,1184.039678637078,1289.5010949289965,24.310396958147876,2109.8783271257266,0.21747288,0.3405851,0.31192303,0.41336113,fake
-134.11993,141.25153,-4.336958,37.288445,-27.949684,28.969906,-19.193699,-6.3382115,-0.2523189,-19.392002,-7.2248087,-18.751612,-8.842232,-4.7283845,-3.6054454,-15.450056,0.43175015,-3.2182746,-7.5438395,-5.244251,0.07209529433139535,1335.194054927262,1489.2960541017785,25.63740589223424,2423.6120889353197,0.21894623,0.28631988,0.24442199,0.34014612,fake
-195.17754,138.14081,18.680876,32.871708,-1.902649,19.485167,-21.25,-12.995789,-12.550711,-23.287365,-1.4698704,-16.127495,-13.196556,-2.2602003,-6.341946,-17.471382,-2.2397861,-3.1138546,-10.330471,-3.0417125,0.07039198764534883,1102.511295304061,1244.397875777608,26.60304340488962,1860.6189816497092,0.23614727,0.30402336,0.25254855,0.36337683,fake
-190.0341,139.03241,20.300255,44.3172,-15.430967,21.035383,-19.94199,-7.442923,-5.4260325,-21.61612,-1.3708748,-22.889856,-7.9572234,-10.499942,-10.815896,-9.6035795,-14.968271,-3.2526162,-5.699798,-11.639355,0.06387906461148649,1242.9139431751553,1338.795620898863,25.3382551165534,2200.7515572212837,0.2370978,0.32910624,0.29088473,0.38160586,fake
-208.3182,113.12365,-1.8272114,30.218908,-14.9241295,19.786568,-11.335213,-10.111395,-4.372413,-18.201473,-3.7613525,-10.488204,-10.65502,-4.8554964,-5.631684,-15.6484,-3.9577725,-5.4326706,-8.969519,-4.4369054,0.06305073582848837,1309.0707249405407,1509.557310268118,24.597491136886706,2520.7618890806684,0.2387217,0.3614565,0.2992632,0.4119476,fake
-193.66562,121.52809,0.7434336,45.567524,-6.6389914,14.178291,-3.9883778,-14.146301,-7.3739576,-25.441343,-11.933758,-12.193318,-16.528172,-2.5851793,-7.916723,-16.848986,-0.39758778,-6.4693193,-9.331106,-3.522435,0.050244140625,1121.7429517969952,1323.5978435224256,26.144488705392057,2133.402099609375,0.21978107,0.3011144,0.2503252,0.3429325,fake
-153.30006,150.80774,-4.286858,32.90754,-13.304631,8.504171,-17.926697,-13.684215,-11.826635,-26.393217,-9.107709,-13.803599,-9.302987,-2.0517201,-4.5399804,-10.371567,-2.638579,-3.8183012,-4.759535,-7.5444756,0.061192103794642856,1064.8874074190387,1163.7586095123697,26.111313226404445,1809.173583984375,0.23821527,0.3095064,0.25579563,0.34984726,fake
-184.01831,138.6907,4.8164177,38.33136,-19.51328,24.938889,-15.203172,-7.6757264,0.08576086,-22.63044,-7.4089766,-17.280592,-10.319971,-2.2358027,-5.1175146,-13.435864,-1.7085456,-4.090055,-8.583556,-5.769832,0.05509629360465116,1128.718511425682,1441.9564516203911,25.24599338775646,2229.312488644622,0.2239261,0.32286718,0.2824228,0.37470606,fake
-216.97755,174.15565,7.402653,27.302176,4.269572,6.701915,-8.983615,-23.269457,-7.198848,-15.184941,-16.938759,-13.279445,-15.161027,-1.620114,0.45332763,-10.999824,-9.468178,-0.81824785,-0.7829723,-12.621352,0.05436848958333333,879.7712414907672,992.5877071644377,23.98920662956481,1490.958984375,0.2543387,0.41188034,0.34704712,0.46667033,fake
-181.77443,97.01568,3.03076,35.18461,-36.262703,34.432663,-21.209192,3.0343874,-2.020457,-32.85681,-0.8124004,-17.555815,-7.7570934,-8.938876,-6.5678205,-13.269033,-4.7753596,-3.1471846,-6.0971794,-2.2989838,0.16824127906976744,2275.6271759833135,1680.0916141766113,26.9164521599075,3831.2826467114824,0.21869202,0.3087694,0.26744533,0.40436387,fake
-204.72675,168.09706,3.4472806,19.56931,-11.515215,1.4809684,-3.4734945,-18.694416,-8.552433,-15.115211,-15.525547,-11.298927,-13.859078,-2.0605159,-2.209738,-14.681571,-4.8246117,0.13326368,-6.4431562,-9.691488,0.06428847202034883,1024.3774818382283,1044.1319748006686,24.425756767806945,1768.9776753270348,0.25415996,0.41210392,0.34912366,0.45594913,fake
-191.0254,190.8763,-2.8566203,30.119001,-9.19464,-11.48909,-1.0459943,-15.532556,-17.613146,-14.257641,-17.731382,-10.47614,-8.963827,-8.02205,-0.10173414,-12.550096,-7.8291945,0.9574808,-7.6601806,-9.791976,0.040680641351744186,770.4059382920989,888.2168725368953,25.692002908933247,1278.4713390261627,0.24252796,0.35497618,0.28886145,0.37377882,fake
-219.12917,145.48103,11.015907,31.10307,5.75945,0.5549807,-0.6144903,-15.743461,-11.613197,-12.714191,-16.032629,-12.251471,-13.063938,-6.2409077,0.32045805,-9.576072,-7.950807,1.0292217,-1.7828705,-6.0765533,0.047513020833333336,897.4507715015878,1068.4468701351036,23.83660110171996,1592.021484375,0.24220502,0.4086938,0.32734394,0.46222708,fake
-153.4271,160.60243,7.4399066,35.997963,-9.360272,10.504597,-4.7990413,-1.1633412,-5.659809,-13.508363,-11.000717,-15.897148,-9.69509,-10.994749,-3.620147,-12.241905,-7.044056,-5.0273213,-7.298146,-6.6060667,0.05189497015449438,1019.5972357971482,1063.4289328826665,24.110811957403236,1566.8429599719102,0.2268578,0.34209743,0.26019412,0.37783232,fake
-210.60304,132.61668,18.191303,26.386467,-13.454351,32.51785,-17.019335,-8.241537,-10.922303,-25.317326,-0.36716118,-19.065657,-11.345408,-5.5045476,-7.2044883,-17.600285,-5.3083906,-3.1387198,-11.401859,-2.2974782,0.11074900072674419,1503.653633009809,1311.195192683249,26.462429363284034,2471.0602516351746,0.19706485,0.28152958,0.2474638,0.3829929,fake
-180.75952,135.66866,10.694634,40.33451,-2.3663638,20.621702,-23.506704,-6.1642966,-6.791054,-23.744833,-1.0180757,-17.519411,-14.686761,-5.2077947,-3.2541308,-15.285006,-5.029731,-2.9524083,-9.941809,-5.7700286,0.05859942768895349,1107.7690870825786,1382.062609732111,26.083157071323495,2056.4208984375,0.2272809,0.3011265,0.24914905,0.35533765,fake
-263.34738,107.553856,20.009697,39.803604,-6.435266,0.19876972,-11.474015,-16.602144,-5.2181344,-13.57468,-11.666232,-7.2806396,-6.5741854,2.8260438,1.669055,-11.213866,0.774914,-0.0298559,-5.3716063,-3.617486,0.06004156068313953,1190.8851420769336,1228.3882227551508,26.639697385785805,1940.2417559956396,0.1990145,0.2599531,0.225063,0.33056366,fake
-153.75468,152.82254,-2.4206388,35.77655,-17.110073,12.404964,-9.532153,-10.136651,-13.954083,-19.454182,-11.472409,-22.501244,-7.1267934,-10.414144,-3.0097778,-12.357831,-12.520087,2.155053,-8.01407,-10.810175,0.05593659156976744,1028.5191913327426,1226.4328064172676,25.076172763122894,1789.1337549963662,0.25950184,0.4005806,0.29691628,0.39180425,fake
-118.58305,132.92905,-1.7676638,41.407192,-30.041838,34.23286,-22.316486,1.9434483,-4.3641095,-22.150408,-7.7012515,-20.65139,-7.98837,-9.55849,-1.4148556,-14.566368,0.9963958,-4.8010263,-4.9186296,-3.0955088,0.11122388518258428,1662.718042186827,1617.202551534704,25.12071985049542,2952.8312083040732,0.22692089,0.34984308,0.2622583,0.40873688,fake
-235.06633,162.08827,8.347843,36.977528,4.080232,-9.088915,4.1197777,-7.3243737,-12.546869,-14.970528,-16.311062,-11.598685,-11.623585,-4.2127824,-2.715227,-13.5584345,-8.052953,-1.5500492,-4.953888,-8.841556,0.037850413602941176,790.9930798997171,1007.1039111342562,24.74986729703201,1414.7314453125,0.2448213,0.35572523,0.32224515,0.41360974,fake
-141.8971,128.49525,-1.0563421,40.113766,-32.646355,35.592968,-17.272865,-6.0610857,6.4257617,-20.503675,-4.436763,-20.602806,-11.364762,-8.626954,-5.766924,-15.001477,-3.4524388,-0.7580576,-9.276008,-6.205835,0.11655329561781609,1728.8175739204794,1496.7962055791963,25.2150084378019,2843.249090786638,0.24080028,0.33191487,0.3001399,0.39830858,fake
-185.2517,124.47197,7.959854,35.9557,-8.764562,28.356695,-17.905294,-4.0478125,-6.9132276,-23.627846,-1.4359249,-19.355658,-12.101797,-6.519558,-5.465217,-14.909451,-4.7690697,-3.8062513,-10.262931,-2.46597,0.10268498563218391,1456.5550274962827,1398.7564849570592,26.190766586180473,2390.5568089978447,0.20061982,0.2569607,0.24371274,0.35240495,fake
-214.65704,122.14882,15.823249,32.461662,-12.616645,13.025957,-4.8982725,-6.034641,-5.671116,-13.210696,-10.363631,-17.573801,-10.80361,-9.806375,-7.2984543,-17.714088,-4.4364576,0.31590873,-9.378289,-0.37374675,0.08938144115691489,1337.0168199992238,1235.909278211373,25.53553591596418,2138.7739465591753,0.22403094,0.29203695,0.2659824,0.36753076,fake
-277.8879,128.56407,28.957705,17.580267,-24.385529,-0.24218254,-5.2535586,-15.749983,-4.1783166,-10.458696,-8.65258,-7.80056,-6.5651274,1.4137994,-4.599014,-10.394016,-1.8572402,-2.7771828,-1.6349255,-5.027409,0.06100109011627907,1068.3385716966443,1019.2586589580578,26.981907277171725,1722.5310569585756,0.19083205,0.22844891,0.2306007,0.31697994,fake
-157.36113,146.96303,-13.092371,18.646355,-14.095188,6.297388,-7.229208,-8.82304,-10.345452,-12.528864,-11.470223,-14.162112,-12.830494,-12.981448,-7.873167,-14.181717,-6.691467,-4.295413,-1.557178,-3.3838403,0.03663219105113636,878.9457496186465,1101.1129256324487,25.077300994465514,1549.778886274858,0.23059346,0.30443886,0.2416729,0.36916992,fake
-237.23381,160.14163,13.242742,35.38324,1.495601,-3.9837015,-2.269621,-10.728408,-10.524308,-14.433829,-16.37722,-12.887944,-11.8942585,-5.954089,-2.2939024,-11.133565,-6.2948794,-0.27069175,-4.506635,-6.2652016,0.04403355609939759,800.938613906752,1022.5673505010731,23.67628278258223,1370.0824783509036,0.2510148,0.37156895,0.3268462,0.43451995,fake
-168.67033,127.73129,-2.879293,50.004402,-13.888186,22.82439,-15.987429,-16.726616,-4.5008016,-26.371113,-10.999179,-12.832618,-13.382685,-4.860323,-3.631995,-15.059533,-0.21435003,-3.6542416,-8.700064,-4.5368114,0.06328381990131579,1328.4776717397194,1455.0219448803457,25.16866831745432,2537.0929918791117,0.23308839,0.32394102,0.2774481,0.38219082,fake
-207.64072,145.74268,19.383991,50.39839,-6.4695115,41.35309,-19.2286,-16.879675,-3.6037626,-16.757366,-10.321191,-20.394114,-7.5586624,-16.076424,-2.7879875,-14.816583,-10.559967,-3.1220527,-7.2612033,-2.4186966,0.08489280523255814,1366.2903339317293,1324.7085141288774,25.190929973552024,2366.3988690043607,0.24870703,0.37276375,0.33939588,0.4433419,fake
-188.96391,139.93228,-9.9720955,30.305119,-20.81595,19.74549,-17.555328,-18.376411,-2.6365862,-27.379244,-9.8714905,-12.947972,-15.248978,3.5653524,-0.35751864,-20.486292,-2.6444755,-3.9058154,-8.745102,-4.8794923,0.0742698492005814,1401.8043258655778,1332.8812613877685,26.38645342508356,2493.4698060501455,0.24727865,0.36429963,0.27265462,0.3787477,fake
-152.57649,126.585205,4.776405,37.74365,-31.462334,39.11764,-33.109325,-9.133977,1.5752068,-21.60677,-7.6134768,-21.779917,-4.950617,-4.2949586,-3.622569,-18.331741,-1.0407047,-3.5379114,-8.479412,-4.3917637,0.13504710477941176,1953.5607832247108,1622.1683106615199,25.76120763396422,3352.9730583639707,0.24322608,0.36787882,0.3073789,0.42752,fake
-192.95178,131.95834,-1.9777117,44.23013,-4.6826797,16.471422,-7.3073225,-15.491509,-7.893139,-27.785534,-12.011922,-13.646483,-17.597908,-0.78966254,-4.9415116,-16.200586,0.25894794,-3.2706625,-9.279365,-3.755299,0.04937886082848837,1062.089773643095,1327.3605698810568,24.67097637379928,2063.1813226744184,0.2434531,0.3206551,0.2659717,0.38419124,fake
-234.46312,164.58878,18.564396,30.707413,-7.817181,36.185204,-10.173059,-12.141274,-4.738024,-21.468649,-12.855802,-14.770664,-8.067622,-16.411339,-6.9648013,-15.608727,-10.568552,-4.2285066,-6.0602455,-3.2861485,0.055951286764705885,981.3184937479405,1204.9239919487582,24.47059705392538,1861.355411305147,0.23056047,0.35588288,0.34252942,0.43086404,fake
-215.21465,172.5171,6.8753386,21.886362,-7.636088,1.7008878,-2.7285388,-15.403183,-12.391062,-19.858313,-10.553576,-10.847393,-15.824159,-2.8520057,-2.6698315,-10.841652,-8.936471,-2.5797472,-0.5959184,-10.473523,0.06152911518895349,996.8832401891129,1069.693635218735,23.74887873863571,1887.2850994731104,0.2620959,0.4181167,0.36193642,0.46825817,fake
-206.834,149.32661,-12.470244,24.637465,-6.1965685,-2.5188577,-18.413328,-22.751495,-9.291103,-11.526485,-7.941771,-11.825039,-11.648245,4.432236,-2.116142,-22.534922,-2.3600676,-2.091161,-13.122147,-4.4959483,0.056924509447674417,970.7244779397381,1058.470826311213,25.444116579917914,1670.325558684593,0.22910595,0.27749062,0.22990079,0.3612693,fake
-217.92693,159.32632,12.306934,19.024382,-2.5500786,4.1192045,-1.8320981,-15.312605,-10.263021,-19.26899,-15.573231,-10.642009,-17.057165,-6.226252,-1.8295434,-12.576762,-7.000699,2.4332438,-2.990588,-10.268597,0.052647181919642856,895.9029320483069,1021.147029510655,24.69009261488388,1563.336181640625,0.24000733,0.3324872,0.3312516,0.3960049,fake
-200.78752,153.14555,7.3676834,17.892056,-17.368847,8.08142,-4.7032046,-7.5512614,-10.322621,-21.098125,-8.908209,-11.360433,-10.157849,-3.711099,-4.1636367,-8.542138,-1.266382,-2.1948986,-4.183019,-5.0413904,0.04565927933673469,899.4253166399699,1091.2057785093752,24.48357352328649,1454.04052734375,0.24640583,0.32226366,0.2882626,0.36028835,fake
-180.66748,112.58064,-7.9051466,41.93158,-20.97262,19.206137,-13.923892,-11.433207,-2.172383,-27.19508,-3.367811,-12.669998,-15.928104,-3.4330742,-5.645732,-17.833303,-4.5238595,-4.957431,-11.019918,-4.766902,0.07933434774709303,1540.322253795103,1562.6667691938528,27.08777287877675,3053.207894258721,0.22541188,0.31117284,0.24479121,0.33254856,fake
-150.88673,145.28326,-15.131176,36.078957,-14.033321,22.772047,-12.541676,-17.74581,-2.9658067,-22.660154,-11.2402115,-14.529223,-14.640133,-1.1581585,-6.524824,-17.153576,-0.15930542,-5.780233,-7.0912957,-4.567117,0.06499818313953488,1196.6552636208296,1283.3745647134542,25.270738305862636,2045.4039107921512,0.20823742,0.30005136,0.24105617,0.3495048,fake
-209.35423,111.935104,2.70202,38.71941,-12.79791,19.736847,-1.839861,-8.211822,-7.225012,-20.520018,-7.6940494,-14.210043,-14.744906,-4.01991,-4.3841505,-15.449679,-3.877635,-6.1759963,-8.296048,-2.612853,0.06687233664772728,1283.7610616515128,1442.0581835612031,24.205478356444132,2440.2257745916195,0.22955719,0.33414516,0.28078866,0.3925831,fake
-298.57748,90.6737,32.33571,44.776768,-18.213669,7.875577,-14.585077,-15.902318,-3.656205,-9.761404,-5.991241,-1.9196417,-4.7073455,1.0167083,4.877638,-12.167487,3.8524423,-2.159102,-6.4603724,-1.0953419,0.11100449672965117,1748.7267237140857,1365.575768297965,27.456162603147348,2624.922499545785,0.20598298,0.25833192,0.24781856,0.33573022,fake
-174.94952,120.46447,-3.1140122,48.854153,-14.668382,17.532936,-11.926214,-14.277052,-6.2988534,-25.19362,-12.458436,-13.087408,-13.282088,-2.292415,-3.3486357,-18.40761,1.1081392,-4.6825886,-9.780562,-3.0148683,0.08972305126404495,1425.596219559966,1405.9675831005986,24.989413509414128,2577.0889110779494,0.2454058,0.35077736,0.29061055,0.40183282,fake
-182.67934,134.1208,9.708526,36.578495,-14.390102,18.126186,-12.850946,-6.5577984,-5.374378,-17.165949,-11.35079,-19.61744,-8.657646,-12.373181,-5.969789,-15.428394,-6.3395123,-2.0926821,-8.174926,0.050718043,0.10481013808139535,1457.8591633385424,1218.30723291977,25.712362832319265,2330.092886991279,0.20613469,0.27888626,0.23674482,0.34315762,fake
-223.5304,152.53235,18.536531,30.145107,1.1698521,-7.3466673,-1.0546366,-9.545349,-13.833374,-15.448481,-16.900326,-13.213077,-8.612471,-6.510706,-5.8074837,-9.401042,-7.426162,-1.9059459,-4.7200365,-9.960431,0.04968843005952381,803.5632673100808,989.5169893801894,23.775350772887222,1399.91455078125,0.2648755,0.45068917,0.35834515,0.47240824,fake
