mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,audio_type
-296.66068,151.02708,-13.85186,33.152428,-7.504546,-13.982043,11.313482,-20.013477,-16.06797,-4.587899,-10.368779,-8.4076,-5.905001,-2.1165676,-0.26521963,-4.114904,-8.836757,-0.42552018,-3.9913633,-13.226471,fake
-276.95032,178.26726,-25.517542,32.65414,-7.4523525,-19.485603,11.881651,-19.682482,-14.852912,-0.80812764,-8.24368,-10.237236,-11.709048,-2.4175801,2.6922076,-10.639166,-12.679309,4.682362,-6.635653,-16.930191,fake
-227.48515,181.30115,-37.860992,25.300453,-1.7279968,-27.099102,4.7444715,-9.737194,-14.777061,-4.77974,-14.6352215,-5.5808816,-4.855879,-8.937248,3.2934527,-10.624654,-13.706954,4.87091,-10.9835615,-17.852716,fake
-226.3149,125.255165,-47.22922,44.26569,-13.60713,-1.8121948,-9.128241,-22.388464,-19.974964,-18.721308,-17.33231,-11.958604,-14.268823,-5.105415,-1.6934521,-17.89836,3.2840018,-14.718857,-12.012973,-5.2438073,fake
-186.80968,146.9114,-43.305054,36.512764,-33.364082,2.3208451,-10.020571,3.6385045,-31.736078,-11.299194,-6.9316244,-20.526606,2.7258687,-29.12901,3.751736,-6.450943,-14.291795,-4.6220865,-9.239166,-11.4576645,fake
-245.38214,119.5772,-7.6091504,57.866913,-5.1790166,20.625172,-16.166468,-1.7731316,-17.11133,-11.226185,2.2642102,-12.212781,0.2054341,-5.114376,5.898636,-10.542657,5.5869546,-2.8201737,-8.451147,3.0099123,fake
-191.22484,123.71252,-53.373455,53.976776,-20.778816,6.0126004,-16.406168,-5.9034166,-13.999855,-12.788093,-5.1465383,-7.0097027,-5.0027757,-11.661413,7.242492,-14.516063,1.6691239,-8.202067,-8.9514675,-0.093807526,fake
-177.93013,113.98475,-58.135826,28.83555,-38.017906,5.55979,-24.116453,1.8812003,-17.2283,-11.940722,-11.701107,-10.722153,-3.8557038,-16.004221,1.189944,-14.36744,-2.0880961,-16.006292,-4.9514565,-7.841308,fake
-176.44334,134.83014,-34.62426,70.32339,-18.63067,10.601909,-18.72257,-17.680767,-19.740366,-14.858681,-18.837814,-9.487704,-2.5101893,-21.46965,11.831016,-15.188179,-4.961909,-6.4381876,-9.36482,0.3364273,fake
-265.53986,137.06186,0.17490013,37.97485,-27.69618,-29.93306,2.7036734,-23.234388,-19.698372,-16.4387,-14.150076,-9.702792,-16.165773,-9.283077,-6.598546,-12.035294,-17.004133,-6.7488866,-0.4555368,-10.289484,fake
-268.86826,177.8909,-25.291235,23.22738,0.9867591,-18.017593,1.586095,-16.997812,-13.366148,0.8702495,-10.218632,-7.8775787,-4.1444364,-6.5860476,0.31786242,-5.8049827,-12.053826,-1.5057555,-5.2129073,-11.888126,fake
-206.92316,162.33101,-38.763927,21.649124,-6.6317954,2.1254416,-15.442469,-5.3359647,0.26005185,-4.8913164,-2.7206535,-1.5642273,-1.3914211,5.1044226,2.043258,-4.875459,2.6143339,-0.31070045,2.96127,-8.05078,fake
-219.5975,126.01782,-5.501984,46.341743,-4.7741218,18.605333,-15.688284,-2.9758024,-14.87463,-11.084381,-2.054421,-6.4200006,2.8835907,-9.705169,7.0302706,-5.9912124,1.8378557,-2.577708,-4.6184487,-0.38813248,fake
-335.78433,42.016605,8.286654,32.43927,-45.856247,-14.621538,-22.647137,-19.709177,-22.513515,-0.62254524,-13.790359,-8.430839,-8.052985,-4.8048277,0.92068833,-19.829391,0.67894894,-10.9848175,-3.2005577,-6.863757,fake
-184.34,109.20344,-52.44153,48.311275,-31.33502,18.327623,-22.809475,-5.0951443,-15.053335,-10.513874,2.3873017,-9.80782,-0.30698127,-11.816301,5.897517,-16.50862,-0.2748732,-9.214121,-12.586628,-0.39095157,fake
-291.7153,123.97727,-2.2305627,20.648706,-20.407225,-16.804207,-6.9390407,-29.418783,-12.782671,-10.577542,-16.757093,-14.801623,-14.545205,-13.734578,-15.055051,-9.513562,-15.861307,-13.78649,-4.904516,-13.131089,fake
-247.7113,132.31403,3.2930818,59.02015,-1.7089158,16.052963,-18.23537,4.245146,-16.863583,-16.517662,1.7563733,-5.127791,2.2569358,-4.735381,5.474115,-10.485862,9.75201,-6.3492546,-9.268469,7.0171347,fake
-234.3844,122.61809,-0.101033114,61.58383,0.9203925,13.89009,-12.748945,-1.3262372,-16.192451,-11.4432335,-0.41216475,-8.632164,2.2024508,-3.5455115,7.250063,-9.513016,3.9799178,-1.2483957,-8.094742,0.9555973,fake
-234.53874,112.82567,-38.96571,50.59426,-6.9790826,6.881817,-8.411779,-18.10409,-18.894335,-17.7148,-17.625074,-10.941454,-15.044562,-9.516879,-2.094447,-21.390066,3.695852,-12.674729,-11.471715,-3.6499438,fake
-167.48013,106.284935,-28.372583,32.398815,-45.384327,18.189764,-22.939833,-2.5030818,-17.09285,-14.745214,-11.217872,-15.410294,-0.5237131,-16.265734,-3.0591938,-11.318101,-4.049681,-17.492191,-6.2980976,-5.1384377,fake
-340.35083,62.333874,15.870934,39.050514,-39.816925,-4.2656918,-34.506153,-17.424242,-35.13919,-7.180828,-11.640033,-14.455983,-9.248353,-5.019338,-2.0471191,-21.451206,1.7754562,-14.207383,-2.7744212,-11.105526,fake
-260.94043,137.8611,-3.8208826,51.139015,0.11275763,26.725903,-11.642628,-1.2090197,-3.8583298,2.3028882,-5.5692573,-7.829167,6.78801,-19.672663,6.271553,-2.3414578,-2.9737134,-4.3789983,-0.42807695,4.834513,fake
-369.54895,93.53614,-11.538836,38.746975,0.7374993,12.690177,-7.682803,5.4725747,-3.0207417,-3.501709,-2.4560828,-4.4970074,1.3591232,-11.118638,5.795481,-4.823094,-2.07278,-1.7183362,-2.157495,1.2496389,fake
-218.4067,120.79449,-8.747204,49.617306,-9.500355,19.751175,-14.048611,5.2973013,-14.032903,-7.9414434,1.6657864,-16.746626,3.1809053,-4.882886,5.671836,-9.546733,2.7295291,-3.0931017,-9.425558,4.9937596,fake
-201.63885,128.11731,-41.98529,46.190895,-19.238295,-0.25335887,-9.993739,-17.987059,-11.614417,-15.999712,-11.881351,-9.42202,-13.921186,-6.057361,-3.8795898,-17.936205,0.51277065,-14.124262,-10.442692,-7.2968364,fake
-164.25708,97.118385,-32.531174,46.450504,-43.565544,17.801634,-32.070145,9.04956,-21.742264,-16.338356,-9.277586,-13.698804,0.60397273,-17.282352,-1.2731756,-13.471385,-1.4549519,-16.582935,-2.3248963,-6.565044,fake
-243.23267,198.60023,-17.947128,3.8768373,-22.438927,-25.629822,17.711782,-16.266197,-25.091364,7.9026012,-8.170258,-13.800775,-3.5271657,-6.5704885,-4.3753457,-12.66875,-9.962183,-0.13017714,-12.035236,-11.913286,fake
-253.70052,182.43443,-31.477201,22.32947,-0.13212155,-25.626942,2.0808485,-17.301579,-12.075226,0.20337613,-13.391485,-4.3735394,-2.3144362,-9.134954,-0.34056666,-8.092053,-14.433713,0.33784372,-5.78519,-13.628162,fake
-249.3823,118.17375,-47.28823,26.954918,-12.816537,-13.628094,-15.06952,-20.107372,-22.996273,-3.2083912,-14.357094,-6.203936,-10.286123,-1.2246652,1.9139959,-24.848473,4.649367,-11.138345,-13.706974,-2.6127625,fake
-219.63075,144.1103,-28.164925,53.381832,-9.482699,17.568237,-10.113627,10.835736,-7.409781,-3.110523,-1.4481761,-14.260985,-1.4400364,-16.592182,12.618404,-10.036295,-6.1058316,-2.0396938,-6.012256,3.0476987,fake
-247.72656,146.29456,-5.9196897,15.1694565,-18.486336,-34.870193,-12.014827,-15.936233,-15.329885,-16.300587,-18.544552,-10.704669,-9.453703,-16.02163,-12.632938,-10.530941,-21.456278,-9.837918,-3.020359,-14.500224,fake
-216.86755,126.94105,-24.3647,50.26998,-15.560845,10.807585,-19.29205,0.11527633,-10.916101,-6.583675,-7.266332,-5.0137563,-1.2745777,2.0087833,2.7387621,-7.043375,11.33897,-9.50889,1.7994742,-3.5127413,fake
-237.05412,169.08589,-23.319809,21.252693,-15.163494,-40.45467,-2.6543176,-12.748065,-20.04948,-11.335742,-11.791534,-10.367727,-9.823438,-12.527707,-8.016491,-6.7594204,-16.728136,-7.806417,-6.493996,-17.596706,fake
-321.83234,87.71105,-25.571196,26.510868,-22.110298,-23.52923,-19.44644,-36.950516,-18.01573,2.7568052,-17.477327,-16.102488,-6.36654,-1.4617257,-11.03474,-12.629713,-4.0465007,-12.992399,-4.2601557,-10.565923,fake
-248.85071,106.36873,-38.385887,58.62776,-17.79809,-15.062511,-4.969449,11.944284,-32.21943,-11.290918,-5.3426294,-19.889397,10.479465,-8.940328,-4.1451473,-0.040749412,-3.619189,-7.659604,-2.4929628,-10.137722,fake
-263.55676,111.50119,-7.5795093,49.000797,-24.56555,-35.579487,-4.507161,-25.15405,-20.816578,-21.813509,-13.598523,-9.749017,-15.127829,-6.260023,-6.255882,-5.735541,-12.484497,-9.118646,-1.6160159,-9.197046,fake
-145.8334,139.67892,-38.194565,50.26013,-28.189383,19.836807,-23.334923,-2.7870417,-6.640616,-7.161697,-7.85779,-13.42871,-6.0129275,-10.347133,0.08120055,-12.029041,5.9973474,-10.325062,-6.6052947,-6.017891,fake
-259.94455,188.69495,-30.166178,18.087553,5.650273,-11.385983,-1.2367591,-22.745825,-12.16759,-8.870793,-15.217604,-1.1988772,-8.814813,-10.400193,6.4957824,-5.4525075,-15.59456,3.196974,-6.247344,-19.078224,fake
-202.71799,127.54045,-8.941378,51.640743,-6.2952256,22.431833,-18.227043,5.2774425,-15.58711,-15.964996,3.931613,-3.9262547,3.5191896,-11.1850815,7.179497,-6.3209944,2.4189994,-3.0305488,-6.246832,-0.6853027,fake
-167.27466,125.42595,-67.2001,55.982468,-20.7446,21.183056,-23.975794,-8.290626,-26.916895,-9.212783,-11.1456175,-25.422281,5.1778846,-25.990635,5.4705706,-9.973817,-11.3895445,-1.2950271,-7.3772907,-11.707603,fake
-262.4835,163.14445,-39.588047,-10.330913,-7.8171577,-10.456473,-2.9782276,-18.214598,-8.640882,-9.561425,-17.016167,-9.422577,-7.2314487,-8.420427,-9.450496,-10.380396,-13.357636,-6.593784,-2.4681954,-11.659298,fake
-213.17735,152.88907,-32.282234,53.99968,-15.287972,-6.674297,-10.631911,-9.451383,-13.679081,-5.0337644,-2.3573647,-4.9992013,-2.2013185,0.3922039,-0.7822558,-3.1404376,8.962506,-3.71443,-2.3987644,-2.721555,fake
-174.76636,146.83005,-27.508692,66.06114,6.3843813,15.030792,0.9546358,9.08802,-12.008358,4.0987124,-10.08061,-6.1372952,4.6481647,-8.173803,8.133311,-8.185805,0.8763091,-3.760068,-0.6572413,-5.6185465,fake
-195.44731,125.44482,-20.643589,65.1042,-12.468184,30.080872,-13.15307,14.072483,-11.389523,-1.9439274,6.4197145,-17.739592,11.897753,-14.960688,2.711764,-4.256143,-2.907043,-2.1233737,-2.3477283,-0.5129097,fake
-151.21483,134.70583,-28.235397,38.962997,-41.4392,25.77025,-21.45113,7.979019,-4.382524,0.45218223,-9.770851,-10.292991,7.0368147,-18.610178,4.0072746,-11.694341,-0.07728524,-3.73531,-7.2367344,-5.7188344,fake
-172.74844,123.43061,-19.254517,59.280968,-28.690905,22.671648,-27.790743,0.13178752,-7.50789,-9.803102,-9.422696,-9.783724,-1.9114391,-6.674078,0.04141218,-13.710819,6.741514,-10.989726,-4.0474277,-8.00786,fake
-181.90157,107.29399,-49.38113,28.215563,-42.785713,19.85089,-28.654934,4.0598044,-16.315243,-18.999434,-6.725153,-10.257477,-0.6893373,-15.487876,-1.6559218,-11.249189,-1.9801056,-14.912453,-4.9372826,-4.8162856,fake
-202.82002,128.97168,-25.196249,69.37304,-19.379189,3.9396281,-6.0142064,-3.5801713,-10.629103,2.8908157,-9.123251,-12.250893,3.6404667,-13.422048,3.4952757,-14.096022,5.6600084,-3.6928086,-9.140094,6.3568354,fake
-209.9943,178.35315,-18.093729,29.218203,-10.441166,-3.026518,-5.7076144,-16.3129,-11.760157,-8.358002,-7.3278522,-2.5045083,-3.3652222,-0.2817259,0.13508914,-1.1449895,0.33442774,-0.19945028,2.7881126,-8.883069,fake
-202.6283,95.85697,-26.231543,55.013767,-26.482027,17.149548,-23.820225,7.719604,-4.3076234,-3.8052917,-10.130669,-12.057766,1.0744054,-9.284384,-1.2834325,-10.471904,6.242079,-10.362847,-3.3984332,-6.4273996,fake
-246.95003,179.50919,-19.06274,-8.976705,-15.33518,-16.972122,-6.866967,-22.66432,-16.972498,-5.9637437,-8.619389,-14.1160145,-12.856564,-9.871849,-7.3062654,-5.079273,-15.946066,-11.944043,-0.866413,-10.346898,fake
-209.0566,126.342606,-51.372818,23.63893,-42.521294,3.9508922,-18.056246,6.3248706,-16.310232,-14.66988,-5.986133,-11.366719,-2.1675186,-16.866808,-4.0768127,-11.295705,-5.278471,-12.340431,-4.6055317,-7.1848664,fake
-212.95602,119.407814,-50.824646,56.209435,-17.039246,7.812413,-14.133096,-15.790866,-15.801724,-20.716309,-14.788337,-10.173129,-10.705257,-6.0389285,1.3161516,-18.084652,4.1605086,-12.756333,-8.857927,-3.897239,fake
-330.73755,46.08812,-3.1078424,45.18201,-36.14349,-18.338501,-37.142498,-13.759085,-24.864744,-4.648182,-17.889742,-9.689067,-8.005157,-7.695372,-3.0679107,-21.827513,4.3029513,-16.125883,-3.824536,-5.7583923,fake
-224.85612,126.98935,-28.578308,68.71116,0.59198767,46.19455,-24.116924,0.4576214,0.92923737,2.3743234,-5.320111,-14.15376,9.408897,-17.97778,8.524617,-8.537743,-1.3130288,-3.457429,-1.3179272,3.9494135,fake
-198.6141,129.0638,-22.908234,86.47529,-0.18461041,24.99214,-18.862106,11.200614,-9.572928,-8.597438,1.2174518,-13.430125,10.662981,-19.873466,6.4723015,-1.84998,-7.7285256,0.466663,-1.0237978,-3.3770576,fake
-192.48386,115.97149,-58.85524,44.22575,-23.65663,15.283847,-23.30909,-7.138791,-7.384332,-10.008507,-7.1577034,-6.8521867,-2.5901253,-14.730147,6.4595175,-16.94312,1.0046352,-6.3971605,-7.409973,1.7422184,fake
-157.80695,124.799286,-34.088486,43.409374,-42.926598,32.956017,-25.352562,1.5777711,-6.060489,2.3115623,-12.99386,-13.051115,1.6794531,-19.403322,4.306908,-16.041805,2.766531,-6.3734074,-6.8080544,-6.071733,fake
-212.65178,127.6334,-17.890203,39.572453,-18.849897,17.573816,-17.401707,2.624049,-3.4676998,-7.915749,-5.5196195,-7.2068605,-4.419001,-6.7736773,1.0739893,-13.490817,1.6526966,-4.2022142,-6.5488505,-6.8411646,fake
-250.83986,100.45839,-46.402542,29.719767,-32.313747,13.705767,-16.424267,0.0010539526,-9.252428,-10.398706,-6.3987813,-13.302553,1.810892,-9.727703,1.5863752,-13.846739,1.6009395,-8.430392,-9.02819,0.898692,fake
-188.8173,108.457214,-55.619663,32.490578,-33.76114,0.31707385,-25.64368,1.2663287,-13.5101595,-16.787441,-10.145315,-12.002867,-0.5685183,-12.293397,-4.660335,-11.225555,-5.1046324,-14.700058,-3.4999843,-7.5540633,fake
-221.31773,108.34367,-10.475553,61.82497,-10.652925,29.695812,-4.3688593,11.691134,-9.44219,-3.4626627,3.6937325,-11.054649,11.31545,-16.79611,1.7579535,-1.6515648,-5.075127,-2.7370584,0.43937522,-0.36205196,fake
-274.33072,164.43875,-29.813776,22.297132,10.117061,-18.536097,-3.6462796,-12.499265,-8.599048,-3.9518335,-8.069093,-3.4326732,-7.7418437,-7.211423,0.19812858,-5.923566,-10.348018,-0.6860242,-4.141785,-12.247687,fake
-252.34415,149.32797,-5.788441,6.5122914,-10.784213,-29.932467,-15.031449,-10.321908,-16.351948,-20.501276,-8.608991,-10.489187,-20.169832,-12.783721,-8.078813,-10.101166,-15.562027,-7.8264475,1.2869884,-7.268858,fake
-304.6664,150.95691,-17.998425,28.312893,-6.31962,-11.144714,4.1631474,-19.490807,-7.6784744,-11.3522625,-17.729568,-4.00329,-5.31203,-3.6271093,0.14875223,-5.670537,-7.867679,-2.4608643,-7.664481,-10.4499855,fake
-226.07755,152.98788,-20.163216,40.79321,-14.091387,19.06149,0.44791558,14.6416645,-11.650601,-6.199587,0.99619913,-5.7836256,4.079268,-14.9826,10.226562,-11.433691,-6.2607813,-1.380844,-5.317815,1.2622924,fake
-153.72879,130.91235,-25.741823,28.78814,-29.517859,20.79927,-27.328499,-6.760608,-4.499844,-10.418968,-9.563485,-7.135905,-4.0809774,-10.210351,-0.6675468,-10.63465,4.247066,-9.286158,-7.0869837,-9.444239,fake
-201.884,159.3547,-26.709293,19.883009,-4.5708227,8.796343,-18.904747,-6.1421514,-8.261824,-7.0984597,-4.501366,-3.835912,0.6436297,-2.9734495,-1.9136614,-0.36857745,4.1638856,-2.7873483,2.2509124,-8.264769,fake
-193.21646,140.14629,-29.715601,71.08291,-6.00163,28.43294,-18.074675,8.637781,-15.755978,-3.5812633,7.280151,-14.51512,13.420756,-19.709146,6.3019557,0.018798608,-6.567171,-1.2876807,-1.9583257,-1.5816107,fake
-187.99525,141.73016,-9.769739,62.549362,-5.856323,31.234596,-20.437765,10.886319,-15.889101,-2.198162,-6.341426,-9.705521,10.093653,-13.430681,8.677325,-1.7196413,-6.216822,-3.5207295,4.6114216,-12.712631,fake
-235.74138,107.79452,-7.0247726,60.699207,-6.4229646,24.265839,-15.501795,5.0755053,-17.920444,-12.4705105,3.109106,-13.225064,0.67895335,-6.072812,7.711195,-12.389398,5.182869,-1.7709563,-8.9975195,5.5046167,fake
-189.22076,121.13793,-9.205863,82.72587,-1.2797498,29.296791,-20.31609,7.2318454,-11.709052,-5.985832,-1.054503,-15.969471,11.280682,-19.569443,7.6851735,-2.78908,-7.8571553,1.6994598,-1.4070649,-4.088551,fake
-178.46713,150.55336,-15.710051,57.801113,2.2125092,30.77002,-15.963715,9.426435,-24.457813,1.9986342,-3.7900057,-15.220606,11.210722,-13.073326,1.8464593,1.6755724,-3.416111,-9.829674,4.960867,-11.610938,fake
-177.36263,106.62994,-25.593102,46.466686,-40.400497,15.007922,-29.586838,6.455027,-21.00029,-19.531317,-12.419309,-14.347171,-1.1902767,-14.307436,-1.384852,-11.248892,0.73300827,-17.7969,-4.281966,-7.513166,fake
-255.06055,175.1663,-40.29383,-12.836918,-20.322279,-18.966406,-11.431985,-21.947798,-8.855374,-15.450434,-18.147974,-9.903312,-16.959549,-15.033197,-7.7575417,-15.060972,-22.480078,-6.941623,-5.9961014,-15.7549305,fake
-197.37392,147.16757,-19.205708,50.416542,-3.1595862,-11.29295,-14.0786705,-6.140207,-9.999063,-13.4033985,-6.420802,2.6898737,-6.027793,2.3241012,1.8239323,-4.471283,6.5775967,-6.9659896,2.8954341,-4.2577043,fake
-296.88306,164.71869,-29.073427,23.26966,-5.114699,-16.881174,11.193282,-14.640684,-14.222225,-0.7642606,-8.291693,-8.90987,-4.5214677,-4.883957,-1.6737329,-1.0426881,-12.243932,-5.6991844,-1.8560044,-12.159862,fake
-244.80424,151.31033,-30.575386,53.300888,5.9102764,-27.150503,2.5605662,-19.954937,-13.971789,-6.6061954,-14.1577425,-7.0071335,-4.844243,-6.239151,-3.071176,-1.4707077,-8.18337,-2.584358,-1.4995575,-12.322367,fake
-239.39201,161.6019,-23.387627,32.90713,9.804992,-26.206686,-1.4901911,-10.793667,-11.82354,-2.8928242,-14.768689,-15.305068,-7.647858,-5.2195525,-2.3073614,-8.026428,-9.736479,3.5285115,-4.932249,-14.210681,fake
-172.89421,138.03683,-19.063618,62.497204,-5.1627007,31.644753,-15.02932,9.097676,-24.091932,1.2898896,-3.709399,-13.312754,7.1937437,-13.712342,9.029013,-3.6873345,-1.0203382,-6.1083355,2.736035,-5.7048717,fake
-223.10852,123.005424,-12.035787,71.86133,-3.0524054,24.362455,-11.2808695,10.310347,-8.608144,-2.89647,1.6923823,-16.853138,10.218256,-15.884302,2.905799,-1.7063804,-8.003031,-0.47333565,-0.33350328,-2.9741256,fake
-284.99356,150.51367,-15.091732,12.552961,-1.5446539,-27.6842,-12.008211,-5.4673886,-11.292917,-19.589321,-11.403709,-3.044337,-10.92263,-13.913387,-5.442415,-3.6855083,-15.285093,-8.00079,0.52267504,-10.8434515,fake
-220.99496,104.6272,-43.00007,49.432114,-12.025076,8.45073,-20.07766,-13.031184,-14.551635,-17.372746,-11.3444605,-13.48397,-8.5090685,-5.1412625,-3.1237438,-17.36684,3.8547952,-15.621656,-11.437417,-4.9593205,fake
-261.56897,126.04154,-34.8427,40.332726,-11.038222,-29.200005,-19.676554,-27.02756,-22.645369,-6.724496,-19.11855,0.79337156,-7.126231,-1.1287705,1.3598313,-25.65948,4.176782,-12.427535,-14.756247,-2.3527808,fake
-216.73936,141.84297,-16.337793,61.596504,-5.3261566,19.294712,-10.571481,11.379454,-11.522284,-3.3686666,5.643009,-13.167858,10.711313,-18.373173,0.941175,0.4181849,-8.040498,-1.2127528,0.35179594,-1.9932065,fake
-234.95718,175.9972,-29.345606,23.782686,1.7258635,-24.335812,0.65167874,-11.519336,-16.54848,-6.083295,-9.119816,-7.8636017,-9.453024,-7.169758,4.01577,-7.0166492,-14.82524,4.145706,-4.018432,-18.200863,fake
-185.60547,136.53883,-37.12486,49.51297,-32.235977,23.322794,-18.256538,3.2825434,-5.248758,-6.5847015,-5.2724643,-13.6573925,-1.3206089,-8.795101,1.8394687,-8.536692,4.027973,-7.202032,-4.7205434,-5.5544095,fake
-271.06277,158.78139,-6.578491,1.4675194,-28.481905,-9.492171,-4.0010614,-30.501715,-14.609131,-12.369239,-13.070041,-9.959967,-16.994541,-10.359488,-6.16256,-7.885933,-14.385882,-13.051273,-6.2595925,-11.702223,fake
-210.07603,117.83477,-18.431309,85.278755,-0.38716635,29.323112,-13.4854,5.857656,-8.592463,-4.3416643,1.1307142,-12.233192,8.744787,-19.640598,6.996067,-3.8277645,-7.465295,-0.04039383,-2.6107116,-2.0923984,fake
-169.22578,114.53574,-46.823364,37.99004,-40.009876,13.360867,-33.55023,4.4561234,-13.979314,-16.876278,-7.305713,-14.825726,-0.20255108,-15.290385,-6.2663794,-11.539871,-1.5231525,-17.834135,-3.2052305,-6.2571588,fake
-177.4426,144.04161,-27.772568,67.31612,8.729175,18.379622,4.5146213,14.505399,-14.205028,6.0744433,-14.7941,-8.970918,6.452342,-14.086206,7.988956,-8.556909,-0.36944127,-7.8475137,1.4891701,-6.2419667,fake
-177.53929,115.54158,-65.20798,47.86556,-28.530472,17.898195,-20.945454,-9.820982,-10.75864,-5.986232,-3.9846206,-7.9647317,-1.6353202,-11.847297,7.697413,-17.310911,1.9016913,-8.587547,-6.727934,-1.3313179,fake
-213.13614,174.32938,-27.288773,28.142096,-2.4510982,-7.513462,-13.71657,-13.0374155,-12.950606,-7.870013,-1.6186671,-6.3005195,-3.010142,3.2935128,0.06370883,-2.8936894,1.5004702,0.42518654,-2.4085944,-9.3712225,fake
-229.56609,102.91927,0.08828709,64.4901,-10.785362,11.726491,-11.1137295,3.9963772,-8.891028,-3.823703,-10.132957,-14.647449,7.5407386,-12.029577,2.090027,-11.661652,3.36085,0.7604486,-8.598262,4.698627,fake
-163.59152,141.2881,-27.465792,70.005974,7.3919754,22.6689,-8.595678,11.116549,-9.704132,5.37012,-6.1621943,-9.204713,4.2500734,-7.1095457,9.649671,-7.4613914,-0.06091825,-6.2354546,5.064743,-4.168691,fake
-238.37119,118.828384,-59.89438,58.58601,-9.588266,0.12762995,-18.849806,-19.111893,-10.018045,-22.828194,-15.61499,-8.387699,-9.601617,-8.6373625,-9.056101,-14.572893,3.1663864,-15.880761,-8.321293,-1.8415223,fake
-185.75323,109.21354,-18.21678,78.66902,-24.913145,30.119219,-18.947878,13.191466,-10.048583,-4.160411,6.2853765,-17.534246,11.2901,-14.79304,7.03961,-6.457702,-2.969341,-1.7452507,-2.1666682,-0.08045183,fake
-181.56863,172.67383,-31.16143,53.682438,15.7475195,5.102191,5.356565,3.908326,-13.605773,6.0690846,-10.39055,-3.9561598,4.3269525,-12.524438,8.2489195,-3.9631734,-2.794403,-6.207347,-0.20821698,-3.1025202,fake
-240.30713,104.14413,-48.093533,44.4495,-9.449335,6.6597786,-18.014566,-4.5058575,-24.87919,-8.860925,-8.902932,-20.488298,1.957566,-22.195803,2.477849,-7.2203245,-11.2757635,-3.8906233,-5.9781713,-6.9865365,fake
-299.83942,155.9719,-33.439724,26.771816,-5.457039,-12.692936,6.486577,-17.128521,-9.284645,-6.2536507,-11.606317,-4.778548,-5.7860265,-4.4971766,-1.9002868,-5.6663227,-8.77712,-2.169928,-3.1123724,-10.699754,fake
-182.8534,109.012764,-46.167862,53.12717,-22.654894,8.095083,-14.931889,-0.0013614085,-25.593452,-8.969794,-7.719323,-23.28656,3.9046044,-25.494009,-0.46660206,-10.921273,-14.791386,-5.375922,-8.181315,-9.884636,fake
-148.92416,117.217804,-42.22869,54.606373,-29.76721,21.181374,-32.160164,3.993718,-5.55294,-3.4670706,-9.032745,-10.790272,0.504203,-12.095872,3.6812632,-11.300937,5.307759,-11.557143,-5.338004,-5.7585487,fake
-150.46489,116.92249,-23.034382,56.84435,-23.194992,19.750715,-32.30768,2.1844485,-7.948117,-7.3682,-8.06001,-12.376069,0.37701547,-7.4181476,3.0365524,-12.13793,3.894265,-8.418636,-3.8967288,-4.3087354,fake
-269.63116,115.74874,-14.877612,52.00531,-11.365899,12.86215,-16.924229,1.5189841,-9.800289,1.2502202,-8.094583,-14.6393175,5.3818884,-7.2071414,6.115004,-16.918694,5.8807554,-0.70488364,-8.6178465,2.803642,fake
-237.16174,122.14879,-44.647797,42.375343,-9.075077,-19.403786,-8.743072,4.691523,-40.7911,-10.450073,2.525695,-18.471056,5.9131913,-5.5413523,0.4310942,-0.9070865,-7.799999,-7.3476605,-2.7572443,-12.2546425,fake
-256.66547,147.13591,-15.057046,50.867794,-14.750247,15.767951,-9.272593,14.836682,-11.455075,-6.312359,6.2992716,-10.179505,14.449832,-16.019802,1.4373175,1.9152658,-7.697334,-1.8719859,-0.02671244,-2.277226,fake
-263.66,137.17422,1.3127716,27.141254,-15.218116,-33.065678,-5.3166904,-17.363932,-25.007212,-13.863302,-7.209817,-9.886114,-12.678179,-9.75532,-4.7608857,-3.6997056,-13.484469,-8.514605,-2.1156802,-10.407145,fake
-201.0734,131.63618,-19.587227,50.99426,-5.7981763,-7.1710267,-12.604547,-2.7914536,-13.552555,-12.488779,-6.2670255,-2.3416626,-6.419108,-2.2114723,1.093673,-6.0714054,9.071073,-5.947044,-1.4222976,-1.3152288,fake
-179.48645,107.44647,-28.041397,45.689682,-35.098866,26.66237,-27.62538,6.6824174,-14.782995,0.40206277,-9.751352,-12.84126,1.5170507,-11.379668,5.207478,-14.775197,6.4644866,-11.235178,-5.1074314,-7.8514953,fake
-305.38647,147.12582,-11.008986,42.535843,-5.0664787,-23.79108,9.196719,-16.652271,-15.663991,-4.6559124,-16.445253,-8.619924,-3.1642506,-7.336926,0.060707197,-0.5523091,-9.820266,-0.99849194,-1.5943726,-10.043528,fake
-180.62535,124.288246,-35.365707,55.610027,-23.850092,10.191383,-17.905418,-1.4188217,-2.3763516,-8.590571,-3.6842144,-11.935782,-7.2766023,-10.1867,-1.2179542,-10.062187,1.8198446,-5.7536902,-7.8391623,-6.291421,fake
-138.49239,122.51257,-34.72267,42.219265,-34.080986,23.695972,-24.11375,-1.325648,-2.2996058,-9.548792,-9.607046,-11.735231,-4.411094,-11.041994,-2.2460814,-12.506697,3.4251754,-8.837146,-7.1763353,-6.542367,fake
